date,symbol,calendarYear,period,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestExpense,is_growthDepreciationAndAmortization,growthEBITDA,growthEBITDARatio,growthOperatingIncome,growthOperatingIncomeRatio,growthTotalOtherIncomeExpensesNet,growthIncomeBeforeTax,growthIncomeBeforeTaxRatio,growthIncomeTaxExpense,is_growthNetIncome,growthNetIncomeRatio,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil
2023-10-30,1101.TW,2023,Q3,-0.024069075295784965,-0.021027396034659696,-0.03508896804288351,-0.011291672793171918,0.05954158073822241,0.025526883486666995,0.10729022732865173,-0.6046242292081843,0.03664945676058868,-0.014816546868283178,0.05872742039708088,0.025546501043132098,-0.12762051705057617,-0.10610529802848674,-0.181536721282471,-0.16135122088500575,-1.783266316866816,-0.43321375814033447,-0.41923528845437574,-0.3748595393270839,-0.6479732211600494,-0.6392912962143935,-0.6222222222222222,-0.6046511627906977,-0.06816440888760252,-0.10957932408586295
2023-07-30,1101.TW,2023,Q2,0.0521872796355664,-0.08995888143674736,1.4238243559405983,1.3036054537672037,0.049258942933626274,0.20233547384351097,-0.18837974751606348,18.530898160884405,0.13614200353081035,-0.07002976135120806,0.01705124417405775,0.011996011907857793,1.0598390939216764,0.9576734428246014,2.241177473207058,2.080418796229174,-0.39347266542236137,2.9043149081396376,2.7106653759707062,2.314446232995613,2.5220227038594176,2.3473344225305546,2.214285714285714,2.3076923076923075,0.10254343676410581,0.08903740589229305
2023-04-30,1101.TW,2023,Q1,-0.24121645657516455,-0.1915681564542268,-0.5235581253371842,-0.37209777563578544,1.3721641144591683,-0.31133956070398744,0.1669064361294486,-0.8663648432447153,-0.1913003358179083,-0.19154455717570648,-0.04887495727613267,-0.0210710445514906,-0.3898867669619756,-0.19593243942489,-0.571776096176562,-0.4356441865373115,0.40545716510206453,-0.6108467070459895,-0.4871353015660649,-0.6048551979652634,-0.5956646012529185,-0.467126820690783,-0.611111111111111,-0.6388888888888888,0.04034454556019243,0.10223491552642217
2023-01-31,1101.TW,2022,Q4,0.11349599698435589,0.031963335699006286,1.0219705620841797,0.8158759140165274,-0.2366173167412654,0.5948769519956514,0.14763381629094724,38.91559112028911,0.4713494752841339,0.059852178836364636,0.07291159054327441,0.10120536427012931,0.3305852307484596,0.19496184510912515,0.48292135086743837,0.3317707067869993,0.16113818345949893,0.8092385239927486,0.6248271453355903,1.587972396935001,0.6475128855138407,0.47958581790300625,0.6363636363636362,0.6363636363636362,0.0,0.0
2022-10-30,1101.TW,2022,Q3,0.23612846268382193,0.13931740795415265,22.238472139114037,17.799398816410392,0.374355931439559,-0.13597783348609685,0.07182548870439585,0.9861381462185836,-0.08610008512840318,0.12175551448138994,0.23093375665735597,-0.02125383784728972,1.092404882986165,0.6927082795130497,7.563692916343511,5.9278341005409345,-0.3241355916197709,5.838005750431282,4.91383734955434,-0.08149575563527121,2.60478040639301,2.2982310923304,2.571428571428571,2.571428571428571,0.019283979627608656,0.019283979627608656
2022-07-30,1101.TW,2022,Q2,0.09595297809067602,0.19499525673234147,-0.9447504734865088,-0.9495876848335855,-0.029705423644817583,0.2446949483125843,-0.10474676984730187,-1.5466739566247494,0.18406217120673904,0.19413623166430333,0.25696768911483026,0.10636815618341797,-0.344644904384483,-0.40202261536631956,-0.8054632358430159,-0.8224953369739878,-0.10232093083776769,-1.3709119699414134,-1.3384378508688668,0.6031590120562095,-2.0983168827772367,-2.0021569420901955,-2.076923076923077,-2.166666666666667,0.0007179326055234183,-0.01947492598930754
2022-04-30,1101.TW,2022,Q1,-0.2376904391781225,-0.07979148473622313,-0.7280394440420417,-0.6432413155984923,-0.5417554452734158,-0.3312007858114505,0.035333432120465795,-2.633157228960488,-0.32793725794307405,-0.10573485875117887,0.1285591805423943,0.20615214478584412,-0.5652835871273192,-0.42973768765785975,-0.7515575277296163,-0.6740924093169175,0.20985560637314637,-0.825903156959137,-0.7716192319500287,-0.8218257713986342,-0.8419676977963828,-0.7926927457019413,-0.8243243243243243,-0.8333333333333334,0.0,0.0
2022-01-31,1101.TW,2021,Q4,0.12109563210769426,0.050235478011333094,0.41826049558367445,0.26506647167871783,4.152173164940294,0.9348141387114117,0.37875233365035754,2.7502344238383,1.0166892842611093,0.10563062842977138,0.13169707993696866,-0.18436148667972263,0.23783549622427483,0.10413015692970753,0.9855994265600319,0.7711240417531106,-2.1055922024808766,0.43496135794943497,0.27996338329770304,0.7879072640596249,0.3602303334635049,0.21330446285403357,0.37037037037037024,0.3333333333333332,-0.08827094874606871,-0.06949487019718985
2021-10-30,1101.TW,2021,Q3,-0.03945870664287548,0.12018242775564028,-0.398780973409181,-0.37408310210664053,0.0,-0.18077385982433228,-0.2839811947014255,-1.1742168816848104,-0.15671167334493272,0.09948962135867022,0.0937681197967923,0.19394000194598737,-0.3716602267788847,-0.3458482446448562,-0.4525650823297452,-0.430076643854786,-0.6966302575883907,-0.5211838132129256,-0.5015142086565733,-0.5178122794636556,-0.47106925018305895,-0.4493409563822435,-0.4757281553398058,-0.47058823529411764,0.0062806924548308345,-0.002624446457376921
2021-07-30,1101.TW,2021,Q2,0.2699044344651599,0.1734449589809416,0.5582054864937265,0.2270257856834745,0.0,0.19460220568569767,0.14504707445272338,6.96706435285611,0.1880890998311652,0.17452685002576546,-0.10030917374990428,-0.09184127102606772,0.6009379442050016,0.26067592239859744,0.6740776637189679,0.3182705864738174,3.2546899831196128,1.0182411263435174,0.589285832537322,0.8449162328204999,1.2697050353512862,0.7873038112208627,0.9807692307692307,1.04,0.13964898553303468,0.09963793238228935
2021-04-30,1101.TW,2021,Q1,-0.313869754432293,-0.24062144389338963,-0.4674131260583362,-0.22378166929898824,-1.0,-0.23744023204695325,-0.5188280448793665,1.1958174635762526,-0.2950503400151879,-0.24492848618165733,-0.11565581749693148,-0.03133911615909221,-0.3891780975494173,-0.10975808686262255,-0.5052821275388445,-0.27897381633719104,0.026389833383266042,-0.46856909866077046,-0.22546644057604756,-0.39825660715414596,-0.5040438895457192,-0.27716914746845894,-0.5,-0.494949494949495,0.0,0.0
2021-01-31,1101.TW,2020,Q4,0.07749754341531812,0.12932832766050753,-0.0170663256048325,-0.08776249150963757,-0.12025979467839933,0.23577046938960408,0.29438406774661213,-1.8878929404295708,0.24435738482858557,0.13765019494756536,-0.0012955640141772322,0.04330703857242855,-0.10297287792598808,-0.16749033218664533,-0.06043412909379462,-0.12801112486312605,-0.6119791218172826,-0.144412376030941,-0.20594935064664344,-0.11753015497921325,-0.10445367578199544,-0.16886462566453886,-0.11864406779661009,-0.11607142857142866,0.017640828187620423,0.0067881572620201915
